시간,등급,가격,이름,개봉여부,미세손상,외관손상,내부LCD손상,화면잔상,기능불량
1일 전,C,"455,000",아이폰 12 프로 맥스 256GB,개봉,없음,없음,없음,없음,없음
1일 전,A,"344,000",아이폰 11 프로 256GB,미개봉,없음,없음,없음,없음,없음
1일 전,S,"1,661,000",아이폰 15 프로 1024GB,개봉,전면,테두리,없음,없음,없음
1일 전,C,"162,000",아이폰 XS 256GB,개봉,후면,테두리,없음,없음,없음
1일 전,D,"207,000",아이폰 11 128GB,개봉,없음,없음,없음,없음,배터리성능저하
1일 전,A,"65,000",갤럭시 A30 32GB,개봉,없음,없음,없음,없음,없음
1일 전,D,"222,000",아이폰 12 256GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,배터리성능저하
1일 전,D,"312,000",아이폰 12 프로 256GB,개봉,"후면, 테두리",후면,없음,없음,"생체인식, 배터리성능저하"
1일 전,D,"207,000",아이폰 11 128GB,개봉,후면,없음,없음,없음,배터리성능저하
1일 전,C,"172,000",아이폰 XR 128GB,개봉,없음,테두리,없음,없음,없음
1일 전,E,"142,000",아이폰 11 프로 256GB,개봉,테두리,테두리,LCD 파손,생체인식,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,D,"75,000",아이폰 SE2 (2020) 64GB,개봉,없음,없음,없음,없음,배터리성능저하
1일 전,D,"192,000",아이폰 12 64GB,개봉,"전면, 후면, 테두리","후면, 테두리",없음,없음,배터리성능저하
1일 전,B,"292,000",아이폰 13 미니 128GB,개봉,"후면, 테두리",없음,없음,없음,없음
1일 전,C,"135,000",갤럭시 S20 플러스 256GB,개봉,없음,후면,없음,없음,없음
1일 전,C,"277,000",아이폰 13 미니 128GB,개봉,후면,테두리,없음,없음,없음
1일 전,E,"24,000",갤럭시 A21S 32GB,개봉,"후면, 테두리",테두리,없음,잔상있음,없음
1일 전,A,"816,000",아이폰 14 프로 128GB,개봉,없음,없음,없음,없음,없음
1일 전,D,"520,000",아이폰 13 프로 256GB,개봉,없음,테두리,없음,없음,배터리성능저하
1일 전,D,"142,000",아이폰 XS 256GB,개봉,없음,전면,없음,없음,없음
1일 전,D,"326,000",아이폰 13 128GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,없음
1일 전,A,"886,000",아이폰 14 프로 256GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,없음
1일 전,C,"244,000",아이폰 11 프로 256GB,개봉,없음,없음,없음,없음,없음
1일 전,A,"881,000",갤럭시 S23 울트라 256GB,개봉,"전면, 테두리",테두리,없음,없음,없음
1일 전,A,"881,000",갤럭시 S23 울트라 256GB,개봉,없음,없음,없음,없음,없음
1일 전,E,"42,000",갤럭시 S20 128GB,개봉,"전면, 테두리","전면, 테두리",LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,D,"605,000",아이폰 13 프로맥스 256GB,개봉,테두리,테두리,없음,없음,배터리성능저하
1일 전,A,"530,000",아이폰 13 256GB,개봉,없음,없음,없음,없음,없음
1일 전,A,"505,000",아이폰 12 프로 512GB,개봉,없음,없음,없음,없음,없음
1일 전,D,"740,000",아이폰 14 프로 256GB,개봉,없음,없음,없음,없음,배터리성능저하
1일 전,E,"103,000",아이폰 11 64GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",LCD 파손,배터리성능저하,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,A,"339,000",아이폰 13 미니 128GB,개봉,없음,없음,없음,없음,없음
1일 전,E,"80,000",아이폰 8 256GB,개봉,테두리,"전면, 테두리",없음,잔상있음,배터리성능저하
1일 전,D,"277,000",아이폰 13 미니 128GB,개봉,"후면, 테두리",테두리,없음,없음,배터리성능저하
1일 전,D,"125,000",아이폰 11 64GB,개봉,"전면, 후면, 테두리",테두리,없음,없음,없음
1일 전,A,"570,000",아이폰 12 프로 맥스 256GB,개봉,없음,없음,없음,없음,없음
1일 전,C,"125,000",갤럭시 Z플립3 256GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,없음
1일 전,D,"222,000",아이폰 12 128GB,개봉,테두리,"전면, 후면",없음,없음,없음
1일 전,F,"1,000",갤럭시 S7 32GB,개봉,"전면, 후면, 테두리",전면,LCD 파손,전원,"F급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,A,"1,016,000",아이폰 14 프로맥스 256GB,개봉,없음,없음,없음,없음,없음
1일 전,F,"17,000",아이폰 X 64GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",LCD 파손,"전원, 충전","F급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,A,"354,000",갤럭시Z플립4 512GB,개봉,없음,없음,없음,없음,없음
1일 전,A,"354,000",아이폰 12 128GB,개봉,없음,없음,없음,없음,없음
1일 전,A,"1,156,000",아이폰 15 프로 256GB,개봉,없음,없음,없음,없음,없음
1일 전,A,"1,156,000",아이폰 15 프로 256GB,개봉,없음,없음,없음,없음,없음
1일 전,C,"242,000",아이폰 12 128GB,개봉,없음,테두리,없음,없음,없음
1일 전,D,"201,000",아이폰 12 128GB,개봉,없음,테두리,없음,없음,없음
1일 전,D,"242,000",아이폰 12 128GB,개봉,"전면, 테두리",전면,없음,없음,없음
1일 전,D,"192,000",아이폰 12 미니 128GB,개봉,테두리,테두리,없음,없음,배터리성능저하
1일 전,C,"450,000",아이폰 13 프로 128GB,개봉,테두리,테두리,없음,없음,배터리성능저하
1일 전,D,"510,000",아이폰 13 프로 256GB,개봉,"전면, 테두리",후면,없음,없음,없음
1일 전,D,"27,000",아이폰 6S 32GB,개봉,테두리,후면,없음,없음,배터리성능저하
1일 전,F,"2,000",아이폰 6S 32GB,개봉,테두리,없음,없음,없음,배터리성능저하
1일 전,C,"455,000",아이폰 12 프로 맥스 256GB,개봉,테두리,없음,없음,없음,"전원, 충전, 배터리성능저하"
1일 전,C,"455,000",아이폰 12 프로 맥스 256GB,개봉,없음,"후면, 테두리",없음,없음,없음
1일 전,E,"157,000",아이폰 11 128GB,개봉,테두리,없음,LCD 파손,배터리성능저하,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,C,"520,000",아이폰 13 프로 256GB,개봉,"전면, 테두리",테두리,없음,없음,없음
1일 전,E,"78,000",갤럭시 노트20 울트라 256GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",LCD 파손,"카메라, 터치","E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,C,"135,000",아이폰 XR 64GB,개봉,"전면, 테두리",테두리,없음,없음,없음
1일 전,A,"630,000",아이폰 13 프로 256GB,개봉,없음,없음,없음,없음,없음
1일 전,A,"334,000",갤럭시 S20 울트라 512GB,개봉,없음,없음,없음,없음,없음
1일 전,B,"90,000",갤럭시 노트 8 256GB,개봉,없음,없음,없음,없음,없음
1일 전,E,"110,000",아이폰 12 프로 256GB,개봉,"후면, 테두리",없음,없음,없음,없음
1일 전,E,"83,000",갤럭시 S10 5G 256GB,개봉,"후면, 테두리","후면, 테두리",없음,없음,생체인식
1일 전,E,"83,000",갤럭시 S10 5G 256GB,개봉,없음,전면,없음,잔상있음,없음
1일 전,D,"354,000",아이폰 13 프로 128GB,개봉,"전면, 테두리","전면, 테두리",없음,없음,"카메라, 배터리성능저하"
1일 전,E,"67,000",아이폰 X 256GB,개봉,"전면, 테두리","전면, 테두리",없음,없음,"카메라, 배터리성능저하"
1일 전,B,"470,000",애플워치 울트라 49mm 셀룰러 32GB,개봉,테두리,테두리,LCD 파손,배터리성능저하,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,C,"105,000",갤럭시 노트 9 128GB,개봉,테두리,없음,없음,없음,없음
1일 전,A,"645,000",갤럭시 S22 울트라 256GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,펜분실
1일 전,D,"339,000",아이폰 12 프로 256GB,개봉,없음,없음,없음,없음,없음
1일 전,D,"339,000",아이폰 12 프로 256GB,개봉,없음,전면,없음,없음,배터리성능저하
1일 전,E,"2,000",아이폰 6S 64GB,개봉,없음,전면,없음,없음,배터리성능저하
1일 전,A,"1,301,000",아이폰 15 프로맥스 256GB,개봉,없음,전면,없음,없음,배터리성능저하
1일 전,D,"339,000",아이폰 12 프로 256GB,개봉,없음,전면,없음,없음,배터리성능저하
1일 전,E,"2,000",아이폰 6S 64GB,개봉,"전면, 테두리","전면, 테두리",LCD 파손,"배터리성능저하, 스피커, 마이크, 진동","E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,A,"1,301,000",아이폰 15 프로맥스 256GB,개봉,없음,없음,없음,없음,없음
1일 전,C,"192,000",아이폰 12 미니 128GB,개봉,없음,테두리,없음,없음,없음
1일 전,C,"460,000",아이폰 13 프로 128GB,개봉,테두리,테두리,없음,없음,없음
1일 전,C,"206,000",아이폰 11 프로 64GB,개봉,"후면, 테두리",테두리,없음,없음,없음
1일 전,E,"90,000",갤럭시 노트20 울트라 256GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,E,"7,000",아이폰 12 미니 128GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,A,"655,000",아이폰 15 128GB,개봉,후면,없음,없음,없음,배터리성능저하
1일 전,C,"92,000",아이패드 프로 12.9 3세대 Wifi 256GB,개봉,없음,없음,없음,없음,없음
1일 전,C,"92,000",아이패드 프로 12.9 3세대 Wifi 256GB,개봉,테두리,테두리,없음,없음,없음
1일 전,D,"192,000",아이폰 12 64GB,개봉,테두리,후면,없음,없음,배터리성능저하
1일 전,E,"19,000",아이폰 11 128GB,개봉,테두리,"전면, 테두리",LCD 파손,계정잠김,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,E,"20,000",갤럭시 S10 5G 256GB,개봉,없음,전면,LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,A,"816,000",아이폰 14 프로 128GB,개봉,없음,없음,없음,없음,없음
1일 전,C,"540,000",아이폰 13 프로 256GB,개봉,"전면, 테두리",없음,없음,없음,없음
1일 전,B,"83,000",갤럭시 S10E 128GB,개봉,전면,없음,없음,없음,없음
1일 전,D,"460,000",아이폰 13 256GB,개봉,없음,테두리,없음,없음,배터리성능저하
1일 전,C,"394,000",아이폰 13 128GB,개봉,없음,테두리,없음,없음,없음
1일 전,C,"78,000",갤럭시 S10E 128GB,개봉,없음,전면,없음,없음,없음
1일 전,E,"125,000",아이폰 11 프로 256GB,개봉,없음,테두리,없음,없음,배터리성능저하
1일 전,C,"110,000",갤럭시 노트 9 128GB,개봉,"전면, 후면","전면, 후면",없음,없음,없음
1일 전,D,"105,000",아이폰 XR 64GB,개봉,없음,테두리,없음,없음,"카메라, 배터리성능저하"
1일 전,C,"359,000",아이폰 12 프로 256GB,개봉,전면,테두리,없음,없음,없음
1일 전,E,"25,000",갤럭시 S10 128GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,S,"665,000",갤럭시 S23 256GB,미개봉,없음,없음,없음,없음,없음
1일 전,E,"95,000",갤럭시S21 256GB,개봉,"전면, 테두리","전면, 테두리",없음,잔상있음,없음
1일 전,E,"47,000",갤럭시Z플립4 256GB,개봉,"전면, 테두리","전면, 테두리",없음,잔상있음,없음
1일 전,D,"192,000",아이폰 12 64GB,개봉,테두리,테두리,LCD 파손,터치,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,F,"1,000",갤럭시 S10 128GB,개봉,"후면, 테두리",테두리,없음,없음,배터리성능저하
1일 전,F,"1,000",갤럭시 S10 128GB,개봉,"전면, 테두리","전면, 테두리",LCD 파손,"터치, 충전","F급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,D,"1,000",아이패드 프로 11 1세대 LTE 256GB,개봉,"전면, 테두리","전면, 테두리",없음,없음,없음
1일 전,D,"247,000",아이폰 11 프로 256GB,개봉,"전면, 테두리","전면, 테두리",없음,없음,배터리성능저하
1일 전,C,"394,000",아이폰 12 프로 256GB,개봉,전면,없음,없음,없음,없음
1일 전,A,"399,000",아이폰 13 미니 256GB,개봉,없음,없음,없음,없음,없음
1일 전,D,"37,000",아이폰 7 128GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,없음
1일 전,E,"105,000",아이폰 11 프로 256GB,개봉,테두리,전면,없음,없음,없음
1일 전,A,"267,000",갤럭시 Z플립3 256GB,개봉,없음,없음,없음,없음,없음
1일 전,B,"55,000",아이폰 7 128GB,개봉,"후면, 테두리",없음,없음,없음,없음
1일 전,D,"17,000",갤럭시 노트 5 64GB,개봉,없음,테두리,없음,없음,펜분실
1일 전,E,"9,000",갤럭시 노트 8 64GB,개봉,없음,전면,LCD 파손,펜분실,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,A,"287,000",아이폰 SE3 (2022) 128GB,개봉,없음,없음,없음,없음,없음
1일 전,D,"17,000",갤럭시 노트 5 64GB,개봉,없음,없음,없음,없음,펜분실
1일 전,D,"267,000",아이폰 11 프로 256GB,개봉,없음,후면,없음,없음,배터리성능저하
1일 전,C,"394,000",아이폰 12 프로 256GB,개봉,전면,없음,없음,없음,없음
1일 전,D,"435,000",아이폰 12 프로 맥스 256GB,개봉,없음,"전면, 후면",없음,없음,없음
1일 전,A,"735,000",아이폰 15 256GB,개봉,없음,없음,없음,없음,없음
1일 전,A,"72,000",갤럭시 A9 Pro 128GB,개봉,없음,없음,없음,없음,없음
1일 전,D,"359,000",아이폰 12 프로 256GB,개봉,"후면, 테두리",테두리,없음,없음,배터리성능저하
1일 전,C,"172,000",갤럭시Z플립4 256GB,개봉,테두리,테두리,없음,없음,없음
1일 전,C,"490,000",갤럭시 S22 울트라 256GB,개봉,전면,전면,없음,없음,생체인식
1일 전,D,"237,000",아이폰 11 프로 256GB,개봉,없음,전면,없음,없음,없음
1일 전,D,"102,000",아이폰 8 플러스 64GB,개봉,테두리,"전면, 테두리",없음,없음,배터리성능저하
1일 전,C,"17,000",갤럭시 M20 32GB,개봉,테두리,"전면, 테두리",없음,없음,배터리성능저하
1일 전,B,"242,000",아이폰 12 미니 128GB,개봉,전면,전면,없음,없음,없음
1일 전,D,"322,000",아이폰 12 프로 128GB,개봉,테두리,없음,없음,없음,없음
1일 전,D,"12,000",아이패드 7세대 Wifi 32GB,개봉,테두리,없음,없음,없음,없음
1일 전,D,"170,000",아이폰 12 미니 128GB,개봉,후면,테두리,없음,없음,배터리성능저하
1일 전,C,"125,000",갤럭시 S10 128GB,개봉,테두리,전면,없음,없음,없음
1일 전,C,"192,000",아이폰 12 미니 128GB,개봉,없음,전면,없음,없음,없음
1일 전,C,"125,000",갤럭시 S10 128GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,없음
1일 전,C,"192,000",아이폰 12 미니 128GB,개봉,테두리,테두리,없음,없음,없음
1일 전,A,"284,000",갤럭시S21 256GB,개봉,없음,없음,없음,없음,없음
1일 전,A,"135,000",갤럭시 A71 (퀀텀) 128GB,개봉,없음,없음,없음,없음,없음
1일 전,C,"130,000",갤럭시 S10 5G 256GB,개봉,테두리,후면,없음,없음,없음
1일 전,A,"257,000",갤럭시 Z플립3 256GB,개봉,없음,없음,없음,없음,없음
1일 전,C,"83,000",갤럭시 노트 8 64GB,개봉,테두리,전면,없음,없음,없음
1일 전,B,"630,000",아이폰 13 프로 512GB,개봉,테두리,없음,없음,없음,없음
1일 전,D,"207,000",아이폰 11 프로 256GB,개봉,전면,전면,없음,없음,생체인식
1일 전,C,"202,000",갤럭시 노트 10 플러스 512GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,없음
1일 전,C,"202,000",갤럭시 노트 10 플러스 512GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,없음
1일 전,E,"77,000",아이폰 XR 64GB,개봉,테두리,"전면, 후면",LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,D,"322,000",아이폰 12 프로 128GB,개봉,테두리,"전면, 후면",LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,C,"359,000",아이폰 12 프로 256GB,개봉,없음,없음,없음,없음,배터리성능저하
1일 전,D,"359,000",아이폰 12 프로 256GB,개봉,없음,테두리,없음,없음,없음
1일 전,D,"277,000",아이폰 13 미니 128GB,개봉,테두리,없음,없음,없음,배터리성능저하
1일 전,C,"95,000",갤럭시 S9 플러스 64GB,개봉,없음,없음,없음,없음,배터리성능저하
1일 전,A,"344,000",갤럭시Z플립4 256GB,개봉,후면,테두리,없음,없음,없음
1일 전,C,"17,000",갤럭시 M20 32GB,개봉,없음,없음,없음,없음,없음
1일 전,E,"67,000",갤럭시 노트 9 128GB,개봉,전면,전면,없음,없음,없음
1일 전,E,"67,000",갤럭시 노트 9 128GB,개봉,"전면, 후면, 테두리","전면, 테두리",없음,잔상있음,카메라
1일 전,C,"447,000",아이폰 13 256GB,개봉,테두리,테두리,없음,없음,없음
1일 전,E,"135,000",아이폰 13 128GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",LCD 파손,터치,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,C,"460,000",아이폰 13 256GB,개봉,테두리,테두리,없음,없음,없음
1일 전,D,"197,000",아이폰 11 256GB,개봉,테두리,전면,없음,없음,없음
1일 전,D,"267,000",아이폰 11 프로 256GB,개봉,없음,없음,없음,없음,배터리성능저하
1일 전,E,"110,000",아이폰 11 64GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",LCD 파손,터치,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,C,"125,000",갤럭시 Z플립3 256GB,개봉,테두리,테두리,없음,없음,없음
1일 전,A,"460,000",아이폰 13 128GB,개봉,없음,없음,없음,없음,없음
1일 전,D,"424,000",아이폰 13 프로 128GB,개봉,테두리,"전면, 후면",없음,없음,배터리성능저하
1일 전,A,"344,000",아이폰 11 프로 256GB,개봉,없음,없음,없음,없음,없음
1일 전,C,"52,000",애플워치 SE 40mm 32GB,개봉,없음,없음,없음,없음,없음
1일 전,C,"495,000",아이폰 14 256GB,개봉,전면,없음,없음,없음,없음
1일 전,A,"800,000",아이폰 14 프로 128GB,개봉,테두리,테두리,없음,없음,없음
1일 전,A,"237,000",아이폰 XR 128GB,개봉,없음,없음,없음,없음,없음
1일 전,A,"93,000",애플워치 SE 44mm 32GB,개봉,없음,없음,없음,없음,없음
1일 전,C,"125,000",아이폰 8 플러스 64GB,개봉,없음,없음,없음,없음,없음
1일 전,D,"207,000",아이폰 11 128GB,개봉,없음,없음,없음,없음,없음
1일 전,B,"187,000",아이폰 XS 64GB,개봉,테두리,테두리,없음,없음,없음
1일 전,A,"881,000",갤럭시 S23 울트라 256GB,개봉,없음,없음,없음,없음,배터리성능저하
1일 전,B,"187,000",아이폰 XS 64GB,개봉,테두리,없음,없음,없음,없음
1일 전,A,"881,000",갤럭시 S23 울트라 256GB,개봉,없음,없음,없음,없음,없음
1일 전,A,"394,000",아이패드 에어 5세대 Wifi 256GB,개봉,없음,없음,없음,없음,없음
1일 전,E,"110,000",아이폰 XS 64GB,개봉,"전면, 후면, 테두리",테두리,없음,없음,"배터리성능저하, 스피커, 마이크, 진동"
1일 전,D,"72,000",아이폰 8 64GB,개봉,없음,없음,없음,없음,배터리성능저하
1일 전,D,"105,000",아이폰 SE2 (2020) 128GB,개봉,테두리,없음,없음,없음,배터리성능저하
1일 전,A,"165,000",아이폰 SE2 (2020) 128GB,개봉,테두리,없음,없음,없음,배터리성능저하
1일 전,B,"550,000",아이폰 12 프로 맥스 256GB,개봉,없음,없음,없음,없음,없음
1일 전,D,"115,000",아이폰 XS 64GB,개봉,테두리,없음,없음,없음,없음
1일 전,D,"207,000",아이폰 11 프로 64GB,개봉,없음,"전면, 후면, 테두리",없음,없음,없음
1일 전,D,"207,000",아이폰 11 프로 64GB,개봉,"전면, 테두리",전면,없음,없음,배터리성능저하
1일 전,D,"267,000",아이폰 11 프로 256GB,개봉,테두리,테두리,없음,없음,배터리성능저하
1일 전,C,"125,000",갤럭시 Z플립3 256GB,개봉,없음,테두리,없음,없음,없음
1일 전,D,"192,000",아이폰 12 64GB,개봉,없음,테두리,없음,없음,배터리성능저하
1일 전,A,"520,000",갤럭시 Z폴드3 256GB,개봉,없음,없음,없음,없음,없음
1일 전,A,"630,000",아이폰 13 프로 256GB,개봉,없음,없음,없음,없음,없음
1일 전,A,"125,000",아이폰 8 64GB,개봉,없음,없음,없음,없음,없음
1일 전,C,"359,000",아이폰 12 프로 256GB,개봉,없음,테두리,없음,없음,없음
1일 전,E,"87,000",아이폰 11 프로 256GB,개봉,"후면, 테두리",테두리,없음,없음,"배터리성능저하, 카메라"
1일 전,D,"322,000",아이폰 12 프로 128GB,개봉,후면,후면,없음,없음,배터리성능저하
1일 전,B,"75,000",애플워치 SE 40mm 32GB,개봉,테두리,없음,없음,없음,없음
1일 전,A,"630,000",아이폰 13 프로 256GB,개봉,없음,없음,없음,없음,없음
1일 전,A,"267,000",갤럭시 Z플립3 256GB,개봉,없음,없음,없음,없음,없음
1일 전,A,"630,000",아이폰 13 프로 256GB,개봉,없음,없음,없음,없음,없음
1일 전,D,"207,000",아이폰 11 128GB,개봉,없음,테두리,없음,없음,배터리성능저하
1일 전,B,"425,000",아이폰 12 프로 128GB,개봉,테두리,없음,없음,없음,없음
1일 전,D,"242,000",아이폰 12 128GB,개봉,테두리,없음,없음,없음,배터리성능저하
1일 전,B,"620,000",아이폰 14 256GB,개봉,테두리,없음,없음,없음,없음
1일 전,A,"886,000",아이폰 14 프로 256GB,개봉,없음,없음,없음,없음,없음
1일 전,E,"47,000",갤럭시Z플립4 256GB,개봉,없음,없음,LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,D,"182,000",아이폰 12 64GB,개봉,후면,후면,없음,없음,배터리성능저하
1일 전,C,"309,000",갤럭시S21 울트라 256GB,개봉,테두리,테두리,없음,없음,없음
1일 전,D,"192,000",아이폰 12 64GB,개봉,테두리,테두리,없음,없음,배터리성능저하
1일 전,F,"2,000",아이폰 6S 64GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,"전원, 충전"
1일 전,C,"87,000",갤럭시 S20FE 128GB,개봉,전면,"후면, 테두리",없음,없음,없음
1일 전,A,"460,000",아이폰 13 128GB,개봉,없음,없음,없음,없음,없음
1일 전,A,"354,000",갤럭시Z플립4 512GB,개봉,없음,없음,없음,없음,없음
1일 전,B,"182,000",갤럭시 노트20 256GB,개봉,후면,없음,없음,없음,없음
1일 전,S,"961,000",아이폰 15 256GB,미개봉,없음,없음,없음,없음,없음
1일 전,B,"354,000",갤럭시S21 울트라 256GB,개봉,전면,없음,없음,없음,없음
1일 전,C,"125,000",갤럭시 Z플립3 256GB,개봉,"후면, 테두리",테두리,없음,없음,없음
1일 전,E,"22,000",갤럭시 노트 10 256GB,개봉,테두리,전면,LCD 파손,펜분실,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,B,"47,000",갤럭시 A30 32GB,개봉,"후면, 테두리",없음,없음,없음,없음
1일 전,A,"755,000",갤럭시Z폴드4 256GB,개봉,없음,없음,없음,없음,없음
1일 전,E,"47,000",갤럭시Z플립4 512GB,개봉,없음,없음,LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,C,"83,000",갤럭시 노트 8 64GB,개봉,없음,없음,LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,C,"570,000",아이폰 14 플러스 256GB,개봉,"전면, 후면, 테두리","전면, 후면, 테두리",없음,없음,없음
1일 전,D,"113,000",갤럭시 노트 10 256GB,개봉,없음,테두리,없음,없음,없음
1일 전,D,"172,000",아이폰 12 64GB,개봉,테두리,없음,없음,없음,펜분실
1일 전,C,"118,000",갤럭시 Z플립3 256GB,개봉,테두리,테두리,없음,없음,배터리성능저하
1일 전,C,"118,000",갤럭시 Z플립3 256GB,개봉,테두리,테두리,없음,없음,"스피커, 마이크"
1일 전,E,"90,000",아이폰 XR 64GB,개봉,"후면, 테두리","후면, 테두리",LCD 파손,"터치, 배터리성능저하","E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,A,"495,000",아이폰 12 프로 256GB,개봉,없음,없음,없음,없음,없음
1일 전,E,"1,000",옵티머스 2X 16GB,개봉,전면,"후면, 테두리",없음,잔상있음,"카메라, 생체인식, 터치"
1일 전,A,"570,000",아이폰 12 프로 맥스 256GB,개봉,없음,없음,없음,없음,없음
1일 전,C,"730,000",아이폰 14 프로 256GB,개봉,전면,후면,없음,없음,없음
1일 전,C,"322,000",아이폰 12 프로 128GB,개봉,없음,후면,없음,없음,없음
1일 전,E,"92,000",아이폰 11 프로 64GB,개봉,"전면, 테두리",테두리,LCD 파손,없음,"E급
판매 접수 시 입력한 단말기 상태를 바탕으로 산정한 등급이며, 검수 후 최종 산정된 등급이나 거래금액과는 다를 수 있습니다."
1일 전,D,"252,000",아이폰 12 프로 128GB,개봉,없음,"후면, 테두리",없음,없음,카메라
